Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude
6398 Globe,16007358,Adamo,"$5,608.00 ",7/15/14,No,2,42.406961,-83.142368
2543 Pearl,20007500,ABC Demolition,"$5,750.00 ",6/30/14,No,6,42.312644,-83.132205
2653 Norman,20007378,ABC Demolition,"$22,150.00 ",6/30/14,No,6,42.314297,-83.132293
2795 Honorah,18010195,ABC Demolition,"$11,350.00 ",6/30/14,No,6,42.318045,-83.126983
8131 Homer,20002715,ABC Demolition,"$5,200.00 ",6/27/14,No,6,42.304078,-83.124778
2336 Manson,16015237,ABC Demolition,"$7,550.00 ",6/27/14,No,6,42.320251,-83.107186
1240 Rademacher,18007679,ABC Demolition,"$13,450.00 ",6/25/14,No,6,42.30955,-83.109964
2722 Inglis,20007244,ABC Demolition,"$7,550.00 ",6/23/14,No,6,42.315287,-83.13124
6234 Cadet,16017015.003L,ABC Demolition,"$7,700.00 ",6/25/14,No,6,42.314045,-83.10814
2652 Norman,20007357,ABC Demolition,"$6,900.00 ",6/30/14,No,6,42.314497,-83.131806
12900 Greenview,22079780,Adamo,"$5,177.00 ",7/2/14,No,1,42.38341,-83.223034
14015 Plainview,22094532,Adamo,"$6,478.00 ",7/8/14,No,1,42.387998,-83.236045
13969 Minock,22091321,Adamo,"$5,507.00 ",7/16/14,No,1,42.387403,-83.233609
5505 Guilford,21075784,Adamo,"$7,787.00 ",7/9/14,No,4,42.410441,-82.929619
5045 Lakepointe,21065123,Adamo,"$14,024.00 ",7/8/14,No,4,42.398731,-82.952181
15882 Alden,12011229,Adamo,"$4,094.00 ",7/18/14,No,2,42.40903,-83.130367
15580 Inverness,8009732,Adamo,"$21,485.00 ",7/15/14,No,2,42.406642,-83.122239
16126 Kentucky,16036544,Adamo,"$9,245.00 ",7/15/14,No,2,42.410197,-83.158641
16551 Lilac,16026605,Adamo,"$4,492.00 ",7/21/14,No,2,42.41304,-83.147257
16130 Log Cabin,8009495,Adamo,"$7,595.00 ",7/15/14,No,2,42.41077,-83.121206
15440 14th St,8009252,Adamo,"$5,593.00 ",7/22/14,No,2,42.405125,-83.119745
1922 Florence,8005454,Adamo,"$6,709.00 ",7/14/14,No,2,42.41292,-83.119191
15496 Greenlawn,16029353,Adamo,"$9,246.00 ",7/22/14,No,2,42.40582,-83.150375
15874 Greenlawn,16029384,Adamo,"$7,485.00 ",7/22/14,No,2,42.408517,-83.150462
15869 Indiana,16036052,Adamo,"$16,021.00 ",7/22/14,No,2,42.408924,-83.158083
16904 Lilac,16026232,Adamo,"$9,092.00 ",7/23/14,No,2,42.416164,-83.146816
15883 Quincy,12012734,Adamo,"$4,739.00 ",7/23/14,No,2,42.408894,-83.138749
15894 Quincy,12012709,Adamo,"$16,449.00 ",7/23/14,No,2,42.409073,-83.138203
16801 Santa Rosa,16020609,Adamo,"$23,000.00 ",7/24/14,No,2,42.414815,-83.143191
15907 Stoepel,16019537,Adamo,"$8,619.00 ",7/24/14,No,2,42.40908,-83.141889
2020 Eason,8005340,Adamo,"$17,378.00 ",7/22/14,No,2,42.411324,-83.120905
15646 Inverness,8009743,Adamo,"$10,222.00 ",7/23/14,No,2,42.407547,-83.122282
15517 Turner,16028036,Adamo,"$7,788.00 ",7/24/14,No,2,42.406069,-83.148804
16764 Tuller,16026927,Adamo,"$5,477.00 ",7/21/14,No,2,42.415969,-83.147786
16585 Monica,16021748,Adamo,"$9,062.00 ",7/23/14,No,2,42.413551,-83.144213
15824 Wabash,8009018,Adamo,"$9,376.00 ",7/21/14,No,2,42.409402,-83.119135
15469 Woodingham,16028928-39,Adamo,"$18,506.00 ",7/28/14,No,2,42.405397,-83.149885
15744 Wisconsin,16034722,Adamo,"$9,888.00 ",7/29/14,No,2,42.40685,-83.15629
15423 Wabash,8009074,Adamo,"$5,330.00 ",7/15/14,No,2,42.404887,-83.119279
15893 Muirland,12011853,Able Demolition,"$21,109.00 ",7/15/14,No,2,42.409154,-83.133855
7017 Pilgrim,16007379,Able Demolition,"$7,393.20 ",7/3/14,No,2,42.407324,-83.141937
7021 Pilgrim,16007380,Able Demolition,"$8,105.25 ",7/3/14,No,2,42.407323,-83.142048
7309 Pilgrim,16007396,Able Demolition,"$11,231.20 ",7/7/14,No,2,42.407309,-83.144018
7127 Pilgrim,16007391,Able Demolition,"$6,842.75 ",7/7/14,No,2,42.407312,-83.14327
15834 Prairie,16022741,Able Demolition,"$8,009.30 ",7/7/14,No,2,42.408057,-83.144481
15846 Prairie,16022743,Able Demolition,"$8,574.90 ",7/3/14,No,2,42.408222,-83.144487
15876 Prairie,16022748,Able Demolition,"$7,979.00 ",7/3/14,No,2,42.408633,-83.144504
16177 Prairie,16023298,Able Demolition,"$13,680.45 ",7/8/14,No,2,42.411015,-83.145196
16810 Prairie,16022803,Able Demolition,"$8,140.60 ",6/30/14,No,2,42.414894,-83.144749
16846 Prairie,16022809,Able Demolition,"$7,130.60 ",6/30/14,No,2,42.415388,-83.144769
15802 Prairie,16022736,Able Demolition,"$15,574.20 ",7/3/14,No,2,42.407633,-83.144465
1840 Puritan,08005298-9,Able Demolition,"$8,362.80 ",7/10/14,No,2,42.4106,-83.11836
15875 Quincy,12012736,Able Demolition,"$8,564.80 ",7/10/14,No,2,42.408729,-83.138743
15357 Rosa Parks Blvd,8007830,Able Demolition,"$7,883.05 ",7/10/14,No,2,42.404036,-83.118185
15434 Rosa Parks Blvd,8007728,Able Demolition,"$7,261.90 ",7/9/14,No,2,42.405111,-83.117647
15440 Rosa Parks Blvd,8007729,Able Demolition,"$6,696.30 ",7/9/14,No,2,42.405193,-83.117651
15461 Rosa Parks Blvd,8007813,Able Demolition,"$6,262.00 ",7/10/14,No,2,42.405414,-83.118255
16862 San Juan,16025543,Able Demolition,"$7,145.75 ",7/9/14,No,2,42.415598,-83.145825
15510 Santa Rosa,16020077,Able Demolition,"$10,665.60 ",7/10/14,No,2,42.406038,-83.142214
15871 Santa Rosa,16020664,Able Demolition,"$6,969.00 ",7/14/14,No,2,42.408577,-83.142948
16519 Santa Rosa,16020631,Able Demolition,"$16,841.75 ",7/11/14,No,2,42.412669,-83.143103
7431 Steger Ct,16007434,Able Demolition,"$8,080.00 ",7/14/14,No,2,42.408834,-83.145462
2004 Pilgrim,8005142,Able Demolition,"$7,373.00 ",7/14/14,No,2,42.407798,-83.119458
7315 Pilgrim,16007397,Able Demolition,"$8,080.00 ",7/8/14,No,2,42.407308,-83.144129
16609 Prairie,16023270,Able Demolition,"$7,272.00 ",7/8/14,No,2,42.41388,-83.145311
15665 Normandy,8010660,Able Demolition,"$13,655.20 ",7/15/14,No,2,42.407671,-83.126652
15747 14th St,8009318,Adamo,"$7,051.00 ",7/22/14,No,2,42.408173,-83.120582
1970 Florence,8005446,Adamo,"$14,813.00 ",7/14/14,No,2,42.412905,-83.12008
13987 Westwood,22089994,Adamo,"$6,503.00 ",7/25/14,No,1,42.387619,-83.232389
5101 Lakepointe,21065115,Adamo,"$5,746.00 ",7/8/14,No,4,42.39942,-82.95264
1916 Florence,8005455,Adamo,"$5,179.00 ",7/14/14,No,2,42.412921,-83.11908
15859 Stoepel,16019545,Adamo,"$12,429.00 ",7/24/14,No,2,42.408421,-83.141865
15533 Wabash,8009062,Adamo,"$5,903.00 ",7/15/14,No,2,42.406049,-83.119336
88 E Philadelphia,1002600,ABC Demolition,"$12,100.00 ",7/3/14,No,5,42.378367,-83.076687
9706 Cameron,5004345,ABC Demolition,"$8,450.00 ",7/30/14,No,5,42.391572,-83.07388
850 Calvert,4002849,ABC Demolition,"$7,950.00 ",7/25/14,No,5,42.387054,-83.09335
625 Josephine,3002481,ABC Demolition,"$7,850.00 ",7/28/14,No,5,42.385232,-83.073169
227 Owen,1002950,ABC Demolition,"$13,800.00 ",7/28/14,No,5,42.384293,-83.078251
907 W Philadelphia,04002029-40,ABC Demolition,"$8,550.00 ",7/28/14,No,5,42.374839,-83.08626
519 Harmon,3002810,ABC Demolition,"$6,900.00 ",7/30/14,No,5,42.392932,-83.080492
133 Rosedale Ct,1003481,ABC Demolition,"$8,450.00 ",7/30/14,No,5,42.392182,-83.085088
212 Harmon,1003361,ABC Demolition,"$10,150.00 ",7/30/14,No,5,42.39129,-83.083245
9542 Cardoni,5003865,ABC Demolition,"$12,850.00 ",8/1/14,No,5,42.390312,-83.070832
1087 Crawford,18007465,ABC Demolition,"$7,450.00 ",7/10/14,No,6,42.308932,-83.107699
8195 Rathbone,20002514,ABC Demolition,"$6,100.00 ",7/2/14,No,6,42.302951,-83.125307
67 Harmon,1003385,ABC Demolition,"$8,100.00 ",7/1/14,No,5,42.390985,-83.085648
15774 Lawton,12006163,Adamo,"$21,677.00 ",7/30/14,No,2,42.407572,-83.129326
15851 Linwood,12010887,Adamo,"$16,342.00 ",7/23/14,No,2,42.408548,-83.127924
13949 Forrer,22054560,Adamo,"$6,905.00 ",7/21/14,No,1,42.387736,-83.201635
5334 Lakepointe,21064664,Adamo,"$7,563.00 ",7/11/14,No,4,42.401253,-82.953044
12705 Mettetal,22060635,DMC Consultants,"$6,075.00 ",6/27/14,No,1,42.381443,-83.206675
13501 Penrod,22077983,Adamo,"$7,321.00 ",7/18/14,No,1,42.384415,-83.221306
12864 Southfield,22073165-6,Adamo,"$6,452.00 ",7/21/14,No,1,42.383036,-83.216857
1196 Central,18009628,ABC Demolition,"$5,700.00 ",7/23/14,No,6,42.305292,-83.119077
293 Owen,1002959,ABC Demolition,"$12,350.00 ",7/28/14,No,5,42.384743,-83.077031
986 Melbourne,5002691,ABC Demolition,"$11,050.00 ",8/1/14,No,5,42.380107,-83.06679
6901 W Lafayette,18008443,ABC Demolition,"$6,850.00 ",7/10/14,No,6,42.305932,-83.11122
13929 Minock,22091327,Adamo,"$7,325.00 ",7/24/14,No,1,42.386844,-83.233584
16002 Ellsworth,22010573,Adamo,"$21,376.00 ",7/24/14,No,1,42.400577,-83.204937
5441 Barham,21065442,Adamo,"$13,021.00 ",8/1/14,No,4,42.401475,-82.952687
5305 Beaconsfield,21066235,Adamo,"$15,928.00 ",7/30/14,No,4,42.401718,-82.952129
4800 Chatsworth,21068923,Adamo,"$17,695.00 ",7/30/14,No,4,42.398797,-82.944405
14252 Evergreen,22095563-4,Adamo,"$5,779.00 ",7/29/14,No,1,42.390846,-83.236637
6200 Hereford,21077148,Adamo,"$10,298.00 ",8/4/14,No,4,42.418015,-82.929549
13616 Westwood,22089452-3,Adamo,"$8,888.00 ",7/31/14,No,1,42.385728,-83.231584
5245 Buckingham,21069824,Adamo,"$11,759.00 ",7/11/14,No,4,42.403122,-82.945589
15551 14th St,8009332,MCM,"$8,932.00 ",7/28/14,No,2,42.406259,-83.120448
15763 Joslyn,08007297-9,MCM,"$14,315.00 ",8/4/14,No,2,42.40895,-83.116714
16635 Log Cabin,8009580,MCM,"$10,505.00 ",9/5/14,No,2,42.414029,-83.122116
15800 Log Cabin,8009470,MCM,"$9,596.00 ",8/6/14,No,2,42.407984,-83.121079
974 E Euclid,5002737,MCM,"$7,789.00 ",8/11/14,No,5,42.380794,-83.067505
12916 Glastonbury,22081880-1,MCM,"$9,610.00 ",7/19/14,No,1,42.383524,-83.224274
15803 Joslyn,8007291,MCM,"$7,508.00 ",8/4/14,No,2,42.409538,-83.11675
15813 Idaho,8007343,MCM,"$12,484.00 ",7/28/14,No,2,42.409514,-83.117735
6381 Globe,16007306,MCM,"$8,254.00 ",8/9/14,No,2,42.406461,-83.142013
580 Harmon,3002794,MCM,"$14,182.00 ",8/4/14,No,5,42.392824,-83.079178
1199 Solvay,18009438,MCM,"$9,862.00 ",7/15/14,No,6,42.305487,-83.118574
267 Leicester Ct,1003030,MCM,"$10,776.00 ",9/12/14,No,5,42.385294,-83.078115
15756 14th St,8009279,MCM,"$11,579.00 ",8/6/14,No,2,42.408366,-83.120048
14127 Westwood,22089978,MCM,"$5,079.00 ",7/19/14,No,1,42.389254,-83.232451
13931 Forrer,22054562,MCM,"$13,078.00 ",7/19/14,No,1,42.387517,-83.201622
4887 Woodhall,21076070,MCM,"$9,587.00 ",7/16/14,No,4,42.406828,-82.926059
4867 Woodhall,21076072,MCM,"$9,392.00 ",8/6/14,No,4,42.40653,-82.925861
15727 Idaho,8007357,MCM,"$7,462.00 ",8/6/14,No,2,42.408311,-83.117668
5567 Maryland,21064361,MCM,"$8,534.00 ",8/6/14,No,4,42.401828,-82.955631
5540 Lakepointe,21064674,MCM,"$9,691.00 ",7/16/14,No,4,42.402133,-82.953626
13591 Westwood,22090011-12,Adamo,"$8,780.00 ",7/31/14,No,1,42.385383,-83.23231
13607 Westwood,22090007-8,Adamo,"$9,513.00 ",7/30/14,No,1,42.385602,-83.232317
14014 Westwood,22089469,Adamo,"$8,300.00 ",8/4/14,No,1,42.3881,-83.231741
320 Englewood,1003516,MCM,"$9,185.00 ",7/30/14,No,5,42.393572,-83.082543
5560 Maryland,21064279,MCM,"$8,946.00 ",8/22/14,No,4,42.401976,-82.95492
5500 Lakepointe,21064668,MCM,"$7,562.00 ",7/16/14,No,4,42.40169,-82.953332
5050 Maryland,21064244,MCM,"$10,552.00 ",7/16/14,No,4,42.398596,-82.95272
1126 Waterman,18008125,MCM,"$13,169.00 ",7/15/14,No,6,42.308336,-83.110654
12936 Glastonbury,22081884,MCM,"$8,846.00 ",7/19/14,No,1,42.38385,-83.224286
837 Clairmount,4002452,MCM,"$10,776.00 ",7/19/14,No,5,42.380124,-83.088373
4568 Farmbrook,21077980,MCM,"$14,867.00 ",8/7/14,No,4,42.407356,-82.917524
67 Webb,2001651,MCM,"$12,344.00 ",7/25/14,No,5,42.392004,-83.089532
10302 Cardoni,5003896,MCM,"$20,143.89 ",9/12/14,No,5,42.39421,-83.073446
291 Belmont,1003270,MCM,"$22,081.10 ",7/28/14,No,5,42.390557,-83.081168
550 Belmont,3002719,MCM,"$13,490.67 ",7/28/14,No,5,42.390956,-83.078579
19128 Blackmoor,17016137,MCM,"$12,749.90 ",8/7/14,No,3,42.43474,-83.012963
10215 Russell,5003133,Able Demolition,"$20,379.28 ",8/18/15,No,5,42.393499,-83.071913
15485 Rossini Drive,21025006,MCM,"$10,247.88 ",7/24/14,No,3,42.443977,-82.961691
15800 Rossini Drive,21024747,MCM,"$15,102.10 ",7/24/14,No,3,42.443536,-82.958283
19230 Runyon,17014629,MCM,"$10,825.35 ",7/24/14,No,3,42.4363,-83.006584
19657 Runyon,17014698-9,MCM,"$17,026.21 ",8/5/14,No,3,42.439461,-83.007262
19675 Runyon,17014696,MCM,"$14,030.03 ",8/5/14,No,3,42.439706,-83.007269
19360 Runyon,17014638,MCM,"$11,270.29 ",8/5/14,No,3,42.437337,-83.006612
19619 Runyon,17014704,MCM,"$12,055.16 ",8/5/14,No,3,42.438933,-83.007246
19200 Runyon,17014625,MCM,"$10,875.43 ",7/24/14,No,3,42.435901,-83.006573
19137 Runyon,17014741,MCM,"$11,320.40 ",8/5/14,No,3,42.434981,-83.007127
19203 Runyon,17014732,MCM,"$10,542.83 ",8/5/14,No,3,42.435874,-83.007154
19971 Rowe,21035934,MCM,"$15,734.12 ",7/30/14,No,3,42.443284,-83.004145
19944 Rowe,21035866,MCM,"$16,919.62 ",7/30/14,No,3,42.442756,-83.003435
19143 Teppert,17015104,MCM,"$11,433.37 ",8/6/14,No,3,42.435038,-83.00817
19665 Teppert,17015061,MCM,"$12,308.98 ",7/30/14,No,3,42.439558,-83.008308
19209 Teppert,17015095,MCM,"$15,905.33 ",8/4/14,No,3,42.435951,-83.008196
19128 Teppert,17014979,MCM,"$16,915.51 ",8/7/14,No,3,42.434855,-83.007583
19165 Teppert,17015101,MCM,"$12,820.14 ",8/6/14,No,3,42.435342,-83.008179
19613 Teppert,17015069,MCM,"$13,641.72 ",8/6/14,No,3,42.438802,-83.008289
19179 Teppert,17015099,MCM,"$14,872.48 ",7/30/14,No,3,42.435545,-83.008185
19666 Teppert,17015024,MCM,"$10,504.49 ",8/4/14,No,3,42.439592,-83.007715
4929 28th St,14011204,Adamo,"$14,722.27 ",9/3/14,No,6,42.340554,-83.112088
4241 Bangor,14010595,Adamo,"$14,461.84 ",9/3/14,No,6,42.337239,-83.104421
4603 31st St,16011173,Adamo,"$17,076.43 ",7/30/14,No,6,42.337692,-83.113308
19129 Albion,17014375,Adamo,"$9,016.82 ",8/1/14,No,3,42.434891,-83.006093
19165 Albion,17014370,Adamo,"$11,555.14 ",8/1/14,No,3,42.435392,-83.006108
19665 Albion,17014330,Adamo,"$14,740.46 ",8/6/14,No,3,42.439582,-83.006235
19674 Albion,17014294,Adamo,"$8,198.69 ",9/5/14,No,3,42.439756,-83.005642
19346 Albion,17014269,Adamo,"$11,559.25 ",8/4/14,No,3,42.437172,-83.005572
17862 Annott,21035385,Adamo,"$17,797.50 ",8/4/14,No,3,42.42636,-83.001559
19352 Annott,21035455,Adamo,"$10,312.91 ",7/30/14,No,3,42.437148,-83.001986
19408 Annott,21035463,Adamo,"$11,997.32 ",8/1/14,No,3,42.437915,-83.00202
19416 Annott,21035464,Adamo,"$13,229.77 ",8/1/14,No,3,42.438022,-83.002024
18052 Annott,21035394,Adamo,"$10,988.34 ",7/29/14,No,3,42.428147,-83.001568
19662 Beland,17015392,Adamo,"$18,614.34 ",8/13/14,No,3,42.439455,-83.008747
18058 Binder,13021120,Adamo,"$12,749.86 ",8/6/14,No,3,42.426829,-83.063555
19203 Bradford,21035240,Adamo,"$7,998.51 ",8/6/14,No,3,42.436098,-83.001389
19536 Bradford,21035077,Adamo,"$14,623.40 ",8/7/14,No,3,42.438747,-83.000827
20035 Bradford,21035172,Adamo,"$14,112.36 ",8/11/14,No,3,42.44414,-83.001731
20066 Bradford,21035123,Adamo,"$9,078.46 ",8/8/14,No,3,42.444595,-83.001059
20090 Bradford,21035126,Adamo,"$14,622.08 ",8/18/14,No,3,42.444925,-83.001072
20299 Bradford,21035149,Adamo,"$13,131.64 ",9/8/14,No,3,42.4468,-83.001831
19973 Bradford,21035178,Adamo,"$10,679.59 ",8/11/14,No,3,42.443344,-83.001705
12876 Caldwell,13014139-40,Adamo,"$11,300.08 ",9/2/14,No,3,42.41295,-83.046282
5193 Casmere,13005890,Adamo,"$14,375.63 ",9/3/14,No,3,42.40737,-83.047818
19001 Charest,13023734,Adamo,"$9,011.38 ",7/29/14,No,3,42.432116,-83.071114
18072 Dresden,21034673,Adamo,"$11,202.82 ",7/29/14,No,3,42.428425,-82.999165
18976 Dresden,21034706,Adamo,"$17,696.78 ",7/29/14,No,3,42.433887,-82.999357
19560 Dresden,21034741,Adamo,"$14,411.35 ",8/14/14,No,3,42.439113,-82.999623
19919 Dresden,21034844,Adamo,"$17,381.17 ",7/30/14,No,3,42.442282,-83.00044
19924 Dresden,21034752,Adamo,"$17,393.90 ",7/30/14,No,3,42.442455,-82.999768
19936 Dresden,21034754,Adamo,"$17,636.40 ",7/30/14,No,3,42.442695,-82.999779
19952 Dresden,21034757,Adamo,"$13,265.19 ",8/7/14,No,3,42.443024,-82.999794
2509 W Forest,10000460,Adamo,"$20,944.25 ",9/4/14,No,6,42.345332,-83.08876
5080 Garvin,13006652,Adamo,"$14,824.84 ",8/23/14,No,3,42.410725,-83.050814
8230 House,17005220,Adamo,"$10,574.06 ",10/7/14,No,3,42.434688,-83.019545
19218 Spencer,15005911,Adamo,"$16,020.02 ",7/30/14,No,3,42.435656,-83.026044
19323 Spencer,15006119,Adamo,"$16,940.46 ",7/31/14,No,3,42.436363,-83.026636
11909 E State Fair,21024200,Adamo,"$15,411.84 ",8/4/14,No,3,42.441998,-83.002194
12331 E State Fair,21024231-2,Adamo,"$11,580.54 ",8/7/14,No,3,42.442081,-82.999382
19224 Stotter,15005672,Adamo,"$16,511.66 ",8/1/14,No,3,42.435763,-83.025061
19395 Stotter,15005866,Adamo,"$16,752.96 ",8/4/14,No,3,42.437367,-83.025677
19459 Stotter,15005857,Adamo,"$22,049.58 ",7/30/14,No,3,42.438217,-83.02574
18416 Wexford,13021491,Adamo,"$12,320.12 ",7/30/14,No,3,42.427633,-83.064823
3340 Goldner,16010479,Adamo,"$14,185.06 ",10/8/14,No,6,42.329944,-83.106043
302 Smith,1002172,Blue Star,"$9,900.00 ",7/31/14,No,5,42.374404,-83.071115
457 Mt Vernon,1002423,Blue Star,"$10,600.00 ",7/30/14,No,5,42.377941,-83.071363
544 Marston,3002024,Blue Star,"$10,800.00 ",8/1/14,No,5,42.377124,-83.069576
559 Marston,3002041,Blue Star,"$11,700.00 ",8/1/14,No,5,42.377677,-83.0697
445 Hague,1002694,Blue Star,"$11,200.00 ",8/7/14,No,5,42.381029,-83.073755
590 Hague,3002265,Blue Star,"$9,200.00 ",8/7/14,No,5,42.381327,-83.071454
599 Hague,3002291,Blue Star,"$11,300.00 ",8/8/14,No,5,42.381842,-83.071577
607 Hague,3002292,Blue Star,"$14,600.00 ",8/8/14,No,5,42.381885,-83.071461
1027 HOLBROOK,5002997,Blue Star,"$11,300.00 ",8/22/14,No,5,42.385359,-83.070502
624 Josephine,3002447,Blue Star,"$8,400.00 ",8/13/14,No,5,42.384789,-83.072861
516 King,3002372,Blue Star,"$8,700.00 ",8/11/14,No,5,42.382444,-83.073761
577 Leicester Ct,3002565,Blue Star,"$11,900.00 ",8/25/14,No,5,42.386448,-83.074985
403 Melbourne,1002485,Blue Star,"$9,600.00 ",8/4/14,No,5,42.378382,-83.072772
7525 Melrose,5004648,Blue Star,"$9,400.00 ",8/22/14,No,5,42.375901,-83.064903
533 Westminster,3002637,Blue Star,"$10,900.00 ",8/26/14,No,5,42.388027,-83.076913
136 Woodland,1003620,Blue Star,"$9,300.00 ",8/20/14,No,5,42.393364,-83.085821
619 Josephine,3002480,Blue Star,"$14,400.00 ",8/13/14,No,5,42.385189,-83.073288
528 King,3002370,Blue Star,"$8,400.00 ",8/11/14,No,5,42.382518,-83.073562
297 Harmon,1003414,Blue Star,"$12,900.00 ",8/19/14,No,5,42.392295,-83.082179
1150 Calvert,6002810,Blue Star,"$9,100.00 ",8/15/14,No,5,42.385923,-83.096362
7287 Cahalan,18000959,Blue Star,"$7,300.00 ",9/3/14,No,6,42.309694,-83.120213
1994 Cabot,20007692,Blue Star,"$11,900.00 ",9/5/14,No,6,42.307855,-83.132437
454 Horton,1001964,Blue Star,"$14,700.00 ",8/21/14,No,5,42.373004,-83.068083
591 Josephine,3002476,Blue Star,"$11,700.00 ",8/12/14,No,5,42.385024,-83.073745
551 Melbourne,3002146,Blue Star,"$10,800.00 ",8/6/14,No,5,42.379118,-83.070789
526 Melbourne,3002133,Blue Star,"$11,500.00 ",8/5/14,No,5,42.37855,-83.070901
539 Leicester Ct,3002559,Blue Star,"$11,400.00 ",8/25/14,No,5,42.386228,-83.075581
9845 Russell,5003138,Blue Star,"$10,900.00 ",8/21/14,No,5,42.39313,-83.071665
539 Melbourne,3002144,Blue Star,"$11,900.00 ",8/5/14,No,5,42.379045,-83.070987
248 Kenilworth,1003057,Blue Star,"$12,900.00 ",8/26/14,No,5,42.385565,-83.078595
1177 Calvert,6002719,Blue Star,"$9,300.00 ",8/15/14,No,5,42.385339,-83.096452
1183 Calvert,6002720,Blue Star,"$11,600.00 ",8/18/14,No,5,42.385304,-83.096552
669 Calvert,4002807,Blue Star,"$9,400.00 ",8/14/14,No,5,42.387593,-83.090331
929 Calvert,4002829,Blue Star,"$10,200.00 ",8/14/14,No,5,42.386116,-83.094325
8440 Cahalan,20003528,Blue Star,"$7,200.00 ",9/4/14,No,6,42.306383,-83.129905
8450 Cahalan,20006089,Blue Star,"$8,800.00 ",9/4/14,No,6,42.306194,-83.130121
2723 Inglis,20007272,Blue Star,"$9,800.00 ",8/28/14,No,6,42.31509,-83.131726
1152 Junction,16012829,Blue Star,"$9,100.00 ",8/27/14,No,6,42.313146,-83.098044
1028 Lewerenz,18008359,Blue Star,"$11,700.00 ",9/2/14,No,6,42.306678,-83.111056
7044 Lexington,18000614,Blue Star,"$9,200.00 ",8/29/14,No,6,42.306128,-83.113688
1618 Livernois,16017014,Blue Star,"$10,400.00 ",8/28/14,No,6,42.31373,-83.108164
1933 Central,20004975,Blue Star,"$11,400.00 ",9/3/14,No,6,42.310331,-83.123003
1072 Crawford,18007406,Blue Star,"$6,900.00 ",9/2/14,No,6,42.308968,-83.106985
7002 Lisbon,18000742,Blue Star,"$8,900.00 ",8/29/14,No,6,42.307953,-83.114107
453 E Euclid,1002576,Blue Star,"$12,800.00 ",8/6/14,No,5,42.379471,-83.072524
19309 Runyon,17014726,MCM,"$11,061.45 ",8/5/14,No,3,42.436623,-83.007178
19947 Concord,15011329,MCM,"$9,181.44 ",8/7/14,No,3,42.441896,-83.03343
4400 Woodhall,21075881,MCM,"$10,928.00 ",7/29/14,No,4,42.403944,-82.923428
15804 Idaho,8007331,MCM,"$13,208.00 ",8/4/14,No,2,42.409446,-83.117179
4575 Hereford,21077268,MCM,"$12,714.00 ",7/29/14,No,4,42.405729,-82.922379
15845 14th St,8009302,MCM,"$8,248.00 ",8/6/14,No,2,42.409526,-83.120669
5065 Beaconsfield,21066255,MCM,"$9,142.00 ",7/29/14,No,4,42.399602,-82.950707
15833 14th St,8009304,MCM,"$8,486.00 ",8/18/14,No,2,42.409382,-83.12066
1998 Louise,8005396,MCM,"$11,666.00 ",8/6/14,No,2,42.412096,-83.120593
17879 Bradford,21035299,MCM,"$16,925.98 ",8/7/14,No,3,42.426597,-83.001069
19396 Runyon,17014643,MCM,"$9,923.70 ",8/5/14,No,3,42.437831,-83.006628
19639 Teppert,17015065,MCM,"$18,960.44 ",8/6/14,No,3,42.439197,-83.008299
12316 Greiner,21020387,MCM,"$11,505.25 ",7/30/14,No,3,42.427085,-82.999062
11322 Greiner,17004316-7,MCM,"$14,338.40 ",7/29/14,No,3,42.42688,-83.008688
19173 Teppert,17015100,MCM,"$16,479.15 ",8/6/14,No,3,42.435444,-83.008182
7253 W Lafayette,18009253,ABC Demolition,"$14,800.00 ",7/24/14,No,6,42.304675,-83.115515
5785 Radnor,21078388,ABC Demolition,"$6,525.00 ",8/15/14,No,4,42.416123,-82.922856
5234 Nottingham,21066460,ABC Demolition,"$9,725.00 ",8/20/14,No,4,42.401404,-82.949973
4820 Lakepointe,21064622,ABC Demolition,"$7,000.00 ",8/6/14,No,4,42.396899,-82.950123
5203 Maryland,21064387,ABC Demolition,"$9,450.00 ",8/14/14,No,4,42.399413,-82.95403
4104 Hereford,21077038,ABC Demolition,"$6,500.00 ",8/5/14,No,4,42.403055,-82.919695
5776 Radnor,21078293,ABC Demolition,"$5,900.00 ",8/15/14,No,4,42.416268,-82.9222
5760 Radnor,21078291,ABC Demolition,"$8,050.00 ",8/19/14,No,4,42.416069,-82.922073
5030 Somerset,21067104,ABC Demolition,"$8,425.00 ",8/26/14,No,4,42.400142,-82.947858
5258 Nottingham,21066463,ABC Demolition,"$16,050.00 ",8/20/14,No,4,42.401699,-82.950171
589 Leicester Ct,3002567,Able Demolition,"$8,675.90 ",8/21/14,No,5,42.38652,-83.074786
17877 Dresden,21034916,Adamo,"$16,268.81 ",7/31/14,No,3,42.426637,-82.99984
19127 Stotter,15005897,Adamo,"$18,778.96 ",8/1/14,No,3,42.434393,-83.025565
19389 Stotter,15005867,Adamo,"$15,758.38 ",8/4/14,No,3,42.437285,-83.025674
19943 Strasburg,21034378,Adamo,"$13,296.89 ",8/19/14,No,3,42.442817,-82.999267
19962 Dresden,21034759,Adamo,"$11,425.12 ",8/5/14,No,3,42.443251,-82.999804
19173 Dresden,21034895,Adamo,"$17,555.62 ",9/6/14,No,3,42.435679,-83.000167
12339 E State Fair,21024233-4,Adamo,"$13,173.26 ",8/7/14,No,3,42.442085,-82.999234
