Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude
5449 Central,20004826,Farrow Group,"$13,740.00 ",7/27/15,No,6,42.334592,-83.140314
5441 Central,20004827,Farrow Group,"$13,635.00 ",7/27/15,No,6,42.334507,-83.140253
5130 Casper,20006827,Farrow Group,"$14,076.00 ",7/24/15,No,6,42.332915,-83.139571
5124 Casper,20006826,Farrow Group,"$13,215.00 ",7/24/15,No,6,42.332843,-83.139519
5101 Central,20004837,Farrow Group,"$13,215.00 ",7/27/15,No,6,42.333586,-83.139586
5468 Florida,18012907,Farrow Group,"$19,693.50 ",10/13/15,No,6,42.335269,-83.139325
5454 Florida,18012905,Farrow Group,"$16,585.50 ",10/13/15,No,6,42.335124,-83.13922
5444 Florida,18012903,Farrow Group,"$14,139.00 ",10/13/15,No,6,42.334979,-83.139115
5263 Proctor,18012835,Farrow Group,"$12,900.00 ",9/17/15,No,6,42.333822,-83.137828
5259 Proctor,18012836,Farrow Group,"$13,215.00 ",7/31/15,No,6,42.33375,-83.137775
734 W Brentwood,1006841,Homrich,"$13,200.00 ",6/4/15,No,2,42.43154,-83.113529
6145 Lonyo,20009357,Rickman Enterprise Group,"$23,580.00 ",7/25/15,No,6,42.338151,-83.150669
8699 Smart,20009691,Rickman Enterprise Group,"$22,140.00 ",8/25/15,No,6,42.335829,-83.153978
8645 Dayton,20009863,Rickman Enterprise Group,"$11,130.00 ",8/25/15,No,6,42.336885,-83.153616
5691 Addison St,20010945,Rickman Enterprise Group,"$14,380.00 ",7/25/15,No,6,42.332198,-83.152786
5679 Addison St,20010947,Rickman Enterprise Group,"$14,760.00 ",7/25/15,No,6,42.332052,-83.152682
5714 Addison St,20010921,Rickman Enterprise Group,"$21,360.00 ",7/25/15,No,6,42.332713,-83.152536
5757 Cabot,20007892,Rickman Enterprise Group,"$22,130.00 ",7/25/15,No,6,42.333353,-83.152516
8650 Dennison,20009486,Rickman Enterprise Group,"$22,020.00 ",7/22/15,No,6,42.335047,-83.152417
5711 Cabot,20007900,Rickman Enterprise Group,"$18,500.00 ",7/25/15,No,6,42.332773,-83.152097
